1,ntu,28 . Vex Dckta~Foks Mz Nzamukxtr-krde Pawa Skul ,		ve -=x		mz	nz- a- mu kx tr -kr -=de	Pawa	skul	,	.	ve -=x		mz	nz- a- mu kx tr -kr -=de	Pawa	skul	,	.	accompany -=1MINᵢ		PREP	NMLZ CAUS eat SUBR holy NMLZ.POSS -=3MINᵢᵢ	Pawa.school	be.schooled	,28. I accompany Doctor Fox When he Celebrates Holy Communion at Pawa School ,~~~,ML ID,No comment,SGM 28,	punct	V Nom1		PREP	V>N V:Any V SUBR V V>N A-D-P2	N	V	,~~~ punct ~~~ ~~~ PREP ~~~ ~~~ V ,		~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	
3.1,ntu,Mz nrlckxbq sc tqvomitrpekr nqni mnrgr mz kampi x tqmwipekr elr . ,mz	nrlckxbq	sc-	tq- vo -mi -tr -=pe -=kr	nqni	mnr -=gr	mz	kampi	x	tq- mwi -=pe -=kr	elr		,mz	nrlckxbq	sc-	tq- vo -mi -tr -=pe -=kr	nqni	mnr -=gr	mz	kampi	x	tq- mwi -=pe -=kr	elr	.	,PREP	night	PFV	RL travel COM GDIR.IN -=INCH* -=1AUGᵢ	mat	PCLF9 -=1AUGᵢᵢ	PREP	CAMP	CONJ1	RL sleep -=INCH* -=1AUGᵢ	there	.	,At night we went with our mats to the camp and we slept there. ,~~~,ML ID,No comment,SGM 51,PREP	N	V:(Procliticaspect)	V:(MOOD) V V:(COMA) V:(GDIR) V Nom1	N	PCLF A-D-P2	PREP	<NotSure>	CONJ	V:(MOOD) V V Nom1	Adv	punct	,PREP N ~~~ ~~~ N ~~~ PREP ~~~ CONJ ~~~ Adv punct ,~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~		
3.2,ntu,Mz nzmncpe-krgr kc mz kampi nzapx-ngrm bagr nzrmalvz-aepztr-krgr mz ma kcng tqyrlwrpx-ngrm dztudr ami x nzrmalvz-krgr mz lozbq . ,mz	nz- mnc -=pe -kr -=gr	kc	mz	kampi	nz- apx -ngr -mq	bagr	nz- r- malvz aepz -tr -kr -=gr	mz	ma	kcng	tq- yrlwr -px -ngr -mq	dztu -=dr	ami	x	nz- r- malvz -kr -=gr	mz	lozbq		,mz	nz- mnc -=pe -kr -=gr	kc	mz	kampi	nz- apx -ngr -mq	bagr	nz- r- malvz aepz -tr -kr -=gr	mz	ma	kcng	tq- yrlwr -px -ngr -mq	dztu -=dr	ami	x	nz- r- malvz -kr -=gr	mz	lozbq	.	,PREP	NMLZ be -=INCH* NMLZ.POSS -=1AUGᵢᵢ	which	PREP	CAMP	PASS restrict APP PDIR.HITHER	DAT.1augᵢᵢ	NMLZ DETR smoke near GDIR.IN NMLZ.POSS -=1AUGᵢᵢ	PREP	house	those	RL gather GDIR.OUT APP PDIR.HITHER	things -=3AUGᵢᵢ	army	CONJ1	NMLZ DETR smoke NMLZ.POSS -=1AUGᵢᵢ	PREP	night	.	,In our staying at the camp it was forbidden to us for us to smoke near the buildings which gathered the army gear and our smoking at night. ,~~~,ML ID,No comment,SGM 51,PREP	V>N V V V>N A-D-P2	RPRN	PREP	<NotSure>	V:Any vt V:(APP) V:(PDIR)	A-D-P2	V>N V:(DETR) N Adv V:(GDIR) V>N A-D-P2	PREP	N	RPRN	V:(MOOD) V V:(GDIR) V:(APP) V:(PDIR)	N A-D-P2	N	CONJ	V>N V:(DETR) N V>N A-D-P2	PREP	N	punct	,PREP ~~~ RPRN PREP ~~~ N A-D-P2 ~~~ PREP N pro V ~~~ N CONJ ~~~ PREP N punct ,~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~		
4.1,ntu,Nzaglq-krbzkr dztudr ami mz kampi scdr zbq li mz wiki kxesz' . ,nz- a- -kr -bz -=kr	dztu -=dr	ami	mz	kampi	sc -=dr	zbq	li	mz	wiki	kx esz'		,nz- a- -kr -bz -=kr	dztu -=dr	ami	mz	kampi	sc -=dr	zbq	li	mz	wiki	kx esz'	.	,NMLZ CAUS NMLZ.POSS PDIR.THITHER -=1AUGᵢ	things -=3AUGᵢᵢ	army	PREP	CAMP	PCLF1 -=3AUGᵢᵢ	day	two	PREP	week	SUBR one	.	,Our carrying army gear to their camp went for two days in one week. ,~~~,ML ID,No comment,SGM 51,V>N V:Any V>N V:(PDIR) Nom1	N A-D-P2	N	PREP	<NotSure>	PCLF A-D-P2	N	NUM	PREP	N	SUBR V	punct	,~~~ ~~~ N PREP ~~~ Poss pro N NUM PREP N ~~~ punct ,~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~	~~~	~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~		
4.2,ntu,"Da kcng tqrglqtikr dakxnzng , biz mqdr , pu , katris , bom kxtopwzting , toki r vea , lrpz , hat , but , x taea ngr trak . ",da	kcng	tq- r- glq -ti -=kr	dakxnzng		biz	mq -=dr		pu		katris		bom	kx topwz -ti -ngq		toki	r	vea		lrpz		hat		but		x	taea	ngr	trak		,"da	kcng	tq- r- glq -ti -=kr	dakxnzng	,	biz	mq -=dr	,	pu	,	katris	,	bom	kx topwz -ti -ngq	,	toki	ngr	vea	,	lrpz	,	hat	,	but	,	x	taea	ngr	trak	.	","thing	those	RL DETR carry TRNS -=1AUGᵢ	food	,	beer	PCLF5 -=3AUGᵢᵢ	,	gun	,	cartridge	,	bomb	SUBR little TRNS PL	,	knife	GEN1A	war	,	cloth	,	HAT	,	shoe	,	CONJ1	TIRE	GEN1A	truck	.	","The things we carried were food, their beer to drink, guns, cartridges, small bombs, swords, clothing, hats, shoes, and truck tires. ",~~~,ML ID,No comment,SGM 51,N	RPRN	V:(MOOD) V:(DETR) V V:Any Nom1	N(kxcl)	punct	N	PCLF A-D-P2	punct	N	punct	<NotSure>	punct	V	SUBR V V:Any DEM:Any	punct	N	GEN	N	punct	N	punct	N	punct	N	punct	CONJ	N	GEN	N	punct	,N pro ~~~ N.(kx.cl) punct N ~~~ punct N punct ~~~ punct ~~~ ~~~ punct N GEN N punct N punct N punct N punct CONJ N GEN N punct ,~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~		~~~	~~~ ~~~		~~~		~~~		~~~	~~~ ~~~ ~~~ ~~~		~~~	+fr. var. of	~~~		~~~		~~~		~~~		~~~	~~~	~~~	~~~		
5.1,ntu,Nzrkatimqng bagr pu x tokir~vea . ,nz- r- ka -ti -mq -=ng	bagr	pu	x			,nz- r- ka -ti -mq -=ngq	bagr	pu	x		.	,3AUGᵢ DETR give TRNS PDIR.HITHER -=3AUGᵢ	DAT.1augᵢᵢ	gun	CONJ1		.	,They gave us guns and swords. ,~~~,ML ID,No comment,SGM 51,V:Any V:(DETR) V V:Any V:(PDIR) Nom1	A-D-P2	N	CONJ		punct	,~~~ A-D-P2 N CONJ ~~~ punct ,~~~ ~~~ ~~~ ~~~ ~~~ +fr. var. of	~~~	~~~	~~~			
5.2,ntu,X nzalvztrplr bagr kxmu nzrpna'ngr mz pu x nzotangr mz tokir~vea . ,x	nz- alvztr -mq -=lr	bagr	kxmu	nzrpna'ngr	mz	pu	x	nzotangr	mz			,x	nz- alvztr -mq -=lr	bagr	kxmu	nzrpna'ngr	mz	pu	x	nzotangr	mz		.	,CONJ1	3AUGᵢ teach PDIR.HITHER -=3AUGᵢ	DAT.1augᵢᵢ	be.like	shoot	PREP	gun	CONJ1	fight	PREP		.	,And they taught us how to shoot with guns and to fight with swords. ,~~~,ML ID,No comment,SGM 51,CONJ	V:Any V V:(PDIR) Nom1	A-D-P2	V	<NotSure>	PREP	N	CONJ	Gerund	PREP		punct	,CONJ ~~~ A-D-P2 V ~~~ PREP N CONJ Gerund PREP ~~~ punct ,~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~	~~~	~~~	~~~			
5.3,ntu,Ncblo pwxpwz kx nzaokzng mz kampi nyzgr . ,ncblo	pwx pwz	kx	nz- aokz -=ng	mz	kampi	nyz -=gr		,ncblo	pwx pwz	kx	nz- aukz -=ngq	mz	kampi	nyz -=gr	.	,man	four RSTR	SUBR	3AUGᵢ watch -=3AUGᵢ	PREP	CAMP	PCLF8 -=1AUGᵢᵢ	.	,There were only four men who guarded our camp. ,~~~,ML ID,No comment,SGM 51,N	NUM Adv	SUBR	V:Any V Nom1	PREP	<NotSure>	PCLF A-D-P2	punct	,N ~~~ Particle ~~~ PREP ~~~ ~~~ punct ,~~~	~~~ ~~~	~~~	~~~ +fr. var. of +fr. var. of	~~~	~~~	~~~ ~~~		
5.4,ntu,Nzabzolr mz nina krlzbzle nabznepi kc nzpnu'-nrade-li . ,nz- abzo -=lr	mz	nina	krlz -bz -=le	nabz nepi	kc	nzpnu nra -=de li		,nz- abzo -=lr	mz	nina	krlz -bz -=le	nabz nepi	kc	nzpnu nra -=de li	.	,3AUGᵢ start -=3AUGᵢ	PREP	early.evening	reach PDIR.THITHER -=3MINᵢ	area sun	which	ten fruit -=3MINᵢᵢ two	.	,,~~~,ML ID,No comment,SGM 51,V:Any vt Nom1	PREP	N	V V:(PDIR) Nom1	N N	RPRN	NUM N A-D-P2 NUM	punct	,~~~ PREP N ~~~ ~~~ RPRN NUM punct ,~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~		
5.5,ntu,Zbz pwx mou nzabzong mz nabznepi kc nzpnu'-nrade-li krlzbzle mz nourla . ,zbz	pwx	mou	nz- abzo -=ng	mz	nabz nepi	kc	nzpnu nra -=de li	krlz -bz -=le	mz	nourla		,zbz	pwx	mou	nz- abzo -=ngq	mz	nabz nepi	kc	nzpnu nra -=de li	krlz -bz -=le	mz	nourla	.	,so.then	four	again	3AUGᵢ start -=3AUGᵢ	PREP	area sun	which	ten fruit -=3MINᵢᵢ two	reach PDIR.THITHER -=3MINᵢ	PREP	morning	.	,Then four more started at twelve o'clock until morning. ,~~~,ML ID,No comment,SGM 51,CONJ	NUM	Adv	V:Any vt Nom1	PREP	N N	RPRN	NUM N A-D-P2 NUM	V V:(PDIR) Nom1	PREP	Ncomp	punct	,~~~ NUM Adv ~~~ PREP ~~~ RPRN NUM ~~~ PREP N comp punct ,~~~	~~~	~~~	~~~ ~~~ +fr. var. of	~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~	~~~		
5.6,ntu,Mnctxpwzkr mz natq kxetu rgr . ,mnc -tx pwz -=kr	mz	natq	kx etu	r -=gr		,mnc -tx pwz -=kr	mz	natq	kx etu	ngr -=gr	.	,be INTS;.VERY RSTR -=1AUGᵢ	PREP	word	SUBR big	GEN1A -=1AUGᵢᵢ	.	,We were only subject to the commands of our leader. ,~~~,ML ID,No comment,SGM 51,V V:(INTNS) Adv Nom1	PREP	N	SUBR V	GEN A-D-P2	punct	,~~~ PREP N N.(kx.cl) Poss pro punct ,~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~	+fr. var. of ~~~		
5.7,ntu,"Trpnzngr kx navz-nqblqle me~pnz'~drtwrde , murde trpnzngr zbq kx otx nzrbomkr lr~Japan Luga . ",trpnzngr	kx	na- vz -nqblq -=le			murde	trpnzngr	zbq	kx	otx	nz- r- bom -kr		Luga		,"trpnzngr	kx	na- vz -nqblq -=le		,	murde	trpnzngr	zbq	kx	otx	nz- r- bom -kr		Luga	.	","none.;.lack;.none	SUBR	IRR go FOLLOW -=3MINᵢ		,	because	none.;.lack;.none	day	SUBR	pass	NMLZ DETR bomb NMLZ.POSS		Lungga	.	","No one had to follow his will, because there were no days passed without the Japanese bombing Lungga. ",~~~,ML ID,No comment,SGM 51,NEG	SUBR	V:(MOOD) V V:(V-COMP) Nom1		punct	CONJ	NEG	N	SUBR	V	V>N V:(DETR) V V>N		<NotSure>	punct	,NEG Particle ~~~ ~~~ punct CONJ NEG N Particle V ~~~ ~~~ ~~~ punct ,~~~	~~~	~~~ ~~~ ~~~ ~~~			~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~		~~~		
6,ntu,"Mnctitxpwzkr mrkc mz kampi wiki pwx , x natq Bisop Badle kc tqvzpebz kx navobzkr bade mrkc Malaita . ",mnc -ti -tx pwz -=kr	mrkc	mz	kampi	wiki	pwx		x	natq	bisop	Badle	kc	tq- vz -=pe -bz -=	kx	na- vo -bz -=kr	ba -=de	mrkc	Malaita		,"mnc -ti -tx pwz -=kr	mrkc	mz	kampi	wiki	pwx	,	x	natq	bisop 	Badle	kc	tq- vz -=pe -bz -=Ø	kx	na- vo -bz -=kr	ba -=de	mrkc	Malaita	.	","be TRNS INTS;.VERY RSTR -=1AUGᵢ	there	PREP	CAMP	week	four	,	CONJ1	word	bishop	Baddeley	which	RL go -=INCH* PDIR.THITHER -=3MINᵢ	SUBR	IRR travel PDIR.THITHER -=1AUGᵢ	DAT -=3MINᵢᵢ	there	Malaita	.	","We just stayed there in the camp for four weeks, and the word of Bishop Baddeley which went that we should go to him there in Malaita. ",~~~,ML ID,No comment,SGM 51,V V:Any V:(INTNS) Adv Nom1	Adv	PREP	<NotSure>	N	NUM	punct	CONJ	N	N	nprop	RPRN	V:(MOOD) V V V:(PDIR) Nom1	SUBR	V:(MOOD) V V:(PDIR) Nom1	A-D-P2 A-D-P2	Adv	nprop	punct	,~~~ Adv PREP ~~~ N NUM punct CONJ N N nprop RPRN ~~~ Particle ~~~ A-D-P2 Adv nprop punct ,~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~		~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~		
1,ntu,Dckrlzde 11 . ,dckrlzde			,dckrlzde		.	,chapter		.	,Chapter 11.,~~~,ML ID,No comment,SGM 52,N(kxcl)		punct	,N.(kx.cl) ~~~ punct ,~~~			
2,ntu,52 . Bisop Badle Rpile Navobzkr Malaita ,		bisop	Badle	r- pi -=le	na- vo -bz -=kr	Malaita	,	.	bisop 	Badle	r- pi -=le	na- vo -bz -=kr	Malaita	,	.	bishop	Baddeley	DETR say -=3MINᵢ	IRR travel PDIR.THITHER -=1AUGᵢ	Malaita	,52 Bishop Baddeley says we should go to Malaita. ,~~~,ML ID,No comment,SGM 52,	punct	N	nprop	V:(DETR) V Nom1	V:(MOOD) V V:(PDIR) Nom1	nprop	,~~~ punct N nprop ~~~ ~~~ nprop ,		~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	
3.1,ntu,Bisop Badle atwzlr-ngrmle bagr kc lcsu drtqde Selwin . ,bisop	Badle	atwzlr -ngr -mq -=le	bagr	kc	lcsu	drtq -=de			,bisop 	Badle	atwzlr -ngr -mq -=le	bagr	kc	lcsu	drtq -=de		.	,bishop	Baddeley	dispatch APP PDIR.HITHER -=3MINᵢ	DAT.1augᵢᵢ	which	ship	name -=3MINᵢᵢ		.	,Bishop Baddeley sent to us the ship named Selwyn. ,~~~,ML ID,No comment,SGM 52,N	nprop	V V:(APP) V:(PDIR) Nom1	A-D-P2	RPRN	N	N A-D-P2		punct	,N nprop ~~~ A-D-P2 RPRN N N ~~~ punct ,~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~			
3.2,ntu,"Mz zbq kc navope-ngrgr , kxetu rgr rkatxm mnrgr br~nr~mc , blxget , lrpz x dakxnzng . ",mz	zbq	kc	na- vo -=pe -ngr -=gr		kx etu	r -=gr	r- ka -tx -mq	mnr -=gr			blxget		lrpz	x	dakxnzng		,"mz	zbq	kc	na- vo -=pe -ngr -=gr	,	kx etu	ngr -=gr	r- ka -tx -mq	mnr -=gr		,	blxget	,	lrpz	x	dakxnzng	.	","PREP	day	which	IRR travel -=INCH* APP -=1AUGᵢᵢ	,	SUBR big	GEN1A -=1AUGᵢᵢ	DETR give INTS;.VERY PDIR.HITHER	PCLF9 -=1AUGᵢᵢ		,	blanket	,	cloth	CONJ1	food	.	","On the day that we were to go, our leader gave to us mosquito nets, blankets, clothing and food. ",~~~,ML ID,No comment,SGM 52,PREP	N	RPRN	V:(MOOD) V V V:(APP) A-D-P2	punct	SUBR V	GEN A-D-P2	V:(DETR) V V:(INTNS) V:(PDIR)	PCLF A-D-P2		punct	N	punct	N	CONJ	N(kxcl)	punct	,PREP N RPRN ~~~ punct N.(kx.cl) Poss pro ~~~ ~~~ ~~~ punct N punct N CONJ N.(kx.cl) punct ,~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~		~~~ ~~~	+fr. var. of ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~			~~~		~~~	~~~	~~~		
3.3,ntu,"Omitxpxbzle nigr prla , x nigr kc tqyapxpekr mz lcsu tqvopekr Malaita . ",o -mi -tx -px -bz -=le	nigr	prla		x	nigr	kc	tq- ya -px -=pe -=kr	mz	lcsu	tq- vo -=pe -=kr	Malaita		,"o -mi -tx -px -bz -=le	nigr	prla	,	x	nigr	kc	tq- ya -px -=pe -=kr	mz	lcsu	tq- vo -=pe -=kr	Malaita	.	","go COM INTS;.VERY GDIR.OUT PDIR.THITHER -=3MINᵢ	ACC.1augᵢᵢ	sea	,	CONJ1	ACC.1augᵢᵢ	which	RL paddle GDIR.OUT -=INCH* -=1AUGᵢ	PREP	ship	RL travel -=INCH* -=1AUGᵢ	Malaita	.	","He went with us to the sea, and then as for us we paddled out to the ship and we went to Malaita. ",~~~,ML ID,No comment,SGM 52,V V:(COMA) V:(INTNS) V:(GDIR) V:(PDIR) Nom1	A-D-P2	N	punct	CONJ	A-D-P2	RPRN	V:(MOOD) V V:(GDIR) V Nom1	PREP	N	V:(MOOD) V V Nom1	nprop	punct	,~~~ Pers pro N punct CONJ Pers pro RPRN ~~~ PREP N V nprop punct ,~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~		~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~		
3.4,ntu,Votrpzkr x pookr mz wop Auki . ,vo -tr -pz -=kr	x	poo -=kr	mz	wop	Auki		,vo -tr -bz -=kr	x	poo -=kr	mz	wop	Auki	.	,travel GDIR.IN PDIR.THITHER -=1AUGᵢ	CONJ1	descend -=1AUGᵢ	PREP	WHARF	Auki	.	,We traveled in it and we disembarked at the wharf in Auki. ,~~~,ML ID,No comment,SGM 52,V V:(GDIR) V:(PDIR) Nom1	CONJ	V Nom1	PREP	N	<NotSure>	punct	,~~~ CONJ ~~~ PREP ~~~ ~~~ punct ,~~~ ~~~ +Bznwz: ~~~	~~~	~~~ ~~~	~~~	~~~	~~~		
3.5,ntu,"Auki mznrngr , leplz ngrdeng nzmnc-kapqng peto . ",Auki	mznrngr		leplz	ngr -=de -ngq	nz- mnc kapq -=ng	peto		,"Auki	mznrngr	,	leplz	ngr -=de -ngq	nz- mnc kapq -=ngq	peto	.	","Auki	empty;.empty.of.solids	,	people	GEN1A -=3MINᵢᵢ PL	3AUGᵢ live,.stay hidden -=3AUGᵢ	bush	.	",Auki was empty; its people were hiding in the bush. ,~~~,ML ID,No comment,SGM 52,<NotSure>	V	punct	N	GEN A-D-P2 DEM:Any	V:Any V Adv Nom1	N	punct	,~~~ V punct N ~~~ Nom1 N punct ,~~~	~~~		~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~ +fr. var. of	~~~		
4.1,ntu,Kzdq kc ncblo sc tqmailzpebzle nigr mrkc tqmnc-kapqngr Bisop Badle . ,kzdq	kc	ncblo	sc-	tq- mailz -=pe -bz -=le	nigr	mrkc	tq- mnc kapq -ngr	bisop	Badle		,kzdq	kc	ncblo	sc-	tq- mailz -=pe -bz -=le	nigr	mrkc	tq- mnc kapq -ngr	bisop 	Badle	.	,"a	which	man	PFV	RL lead -=INCH* PDIR.THITHER -=3MINᵢ	ACC.1augᵢᵢ	there	RL live,.stay hidden APP	bishop	Baddeley	.	",A man led us to where Bishop Baddeley was staying hidden in the bush. ,~~~,ML ID,No comment,SGM 52,Det	RPRN	N	V:(Procliticaspect)	V:(MOOD) V V V:(PDIR) Nom1	A-D-P2	Adv	V:(MOOD) V Adv V:(APP)	N	nprop	punct	,Det RPRN N ~~~ ~~~ Pers pro Adv ~~~ N nprop punct ,~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~		
4.2,ntu,"Mnc-kapq mz kzdq mztea ngr peto , drtqde Tangtalau . ",mnc-kapq	mz	kzdq	mztea	ngr	peto		drtq -=de			,"mnc-kapq	mz	kzdq	mztea	ngr	peto	,	drtq -=de		.	","hide	PREP	a	village	GEN1A	bush	,	name -=3MINᵢᵢ		.	","He hid in a village in the bush, named Tangtalau. ",~~~,ML ID,No comment,SGM 52,V(comp)	PREP	Det	N	GEN	N	punct	N A-D-P2		punct	,V (comp) PREP Det N GEN N punct N ~~~ punct ,~~~	~~~	~~~	~~~	~~~	~~~		~~~ ~~~			
4.3,ntu,Nzmnc-kapqng mz Residen~Komisina kc mnc Tulagi x distrik~ofisz ( DO ) kx mnc Auki . ,nz- mnc kapq -=ng	mz		kc	mnc		x					kx	mnc	Auki		,nz- mnc kapq -=ngq	mz		kc	mnc		x		(		)	kx	mnc	Auki	.	,"3AUGᵢ live,.stay hidden -=3AUGᵢ	PREP		which	be		CONJ1		(		)	SUBR	be	Auki	.	",He was hiding with the Resident Commisssioner who was from Tulagi and the District Officer (DO) who was from Auki. ,~~~,ML ID,No comment,SGM 52,V:Any V Adv Nom1	PREP		RPRN	V		CONJ		punct		punct	SUBR	V	<NotSure>	punct	,Nom1 PREP ~~~ RPRN V ~~~ CONJ ~~~ punct ~~~ punct Particle V ~~~ punct ,~~~ ~~~ ~~~ +fr. var. of	~~~		~~~	~~~		~~~					~~~	~~~	~~~		
5.1,ntu,"Nzmnc-krgr kc Tangtalau mnc-abrtzkr , murde nzaclve-angidrlr mrlcde nigr . ",nz- mnc -kr -=gr	kc		mnc abrtz -=kr		murde	nz- aclve angidr -=lr	mrlcde	nigr		,"nz- mnc -kr -=gr	kc		mnc abrtz -=kr	,	murde	nz- aclve angidr -=lr	mrlcde	nigr	.	","NMLZ live,.stay NMLZ.POSS -=1AUGᵢᵢ	which		be be.happy -=1AUGᵢ	,	because	3AUGᵢ oversee really -=3AUGᵢ	there	ACC.1augᵢᵢ	.	","In our living at Tangtalau we lived happily, because they watched over us well there. ",~~~,ML ID,No comment,SGM 52,V>N V V>N A-D-P2	RPRN		V be.V Nom1	punct	CONJ	V:Any vt Adv Nom1	Adv	A-D-P2	punct	,~~~ RPRN ~~~ ~~~ punct CONJ ~~~ Adv Pers pro punct ,~~~ ~~~ ~~~ ~~~	~~~		~~~ ~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~		
5.2,ntu,Mnctitxpwzkr Tangtalau wiki tq x nigr badr Bisop kc tqvzopekr prla tqmncpekr mz kzdq mztea drtqde Fiu . ,mnc -ti -tx pwz -=kr		wiki	tq	x	nigr	badr	bisop	kc	tq- vz -o -=pe -=kr	prla	tq- mnc -=pe -=kr	mz	kzdq	mztea	drtq -=de	Fiu		,mnc -ti -tx pwz -=kr		wiki	tq	x	nigr	badr	bisop 	kc	tq- vz -o -=pe -=kr	prla	tq- mnc -=pe -=kr	mz	kzdq	mztea	drtq -=de	Fiu	.	,"be TRNS INTS;.VERY RSTR -=1AUGᵢ		week	three	CONJ1	ACC.1augᵢᵢ	~~~	bishop	which	RL go GDIR.DOWN -=INCH* -=1AUGᵢ	sea	RL be -=INCH* -=1AUGᵢ	PREP	a	village	name -=3MINᵢᵢ	Fiu,.Malaita	.	",We only stayed at Tangtalau three weeks and then we went with the Bishop down to the sea and we stayed in a village named Fiu. ,~~~,ML ID,No comment,SGM 52,V V:Any V:(INTNS) Adv Nom1		N	NUM	CONJ	A-D-P2	<NotSure>	N	RPRN	V:(MOOD) V V:(GDIR) V Nom1	N	V:(MOOD) V V Nom1	PREP	Det	N	N A-D-P2	<NotSure>	punct	,~~~ ~~~ N NUM CONJ Pers pro A-D-P2 N RPRN ~~~ N ~~~ PREP Det N N ~~~ punct ,~~~ ~~~ ~~~ ~~~ ~~~		~~~	~~~	~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~	~~~		
5.3,ntu,X Residen~Komisina nidr mz DO nzvzo-kzng x nzmncng Auki . ,x		nidr	mz		nz- vz -o kz -=ng	x	nz- mnc -=ngq	Auki		,x		nidr	mz		nz- vz -o kz -=ngq	x	nz- mnc -=ngq	Auki	.	,CONJ1		ACC.3augᵢᵢ	PREP		3AUGᵢ go GDIR.DOWN also -=3AUGᵢ	CONJ1	3AUGᵢ be -=3AUGᵢ	Auki	.	,And the Resident Commissioner along with the DO they also went down and lived in Auki. ,~~~,ML ID,No comment,SGM 52,CONJ		A-D-P2	PREP		V:Any V V:(GDIR) Adv Nom1	CONJ	V:Any V Nom1	<NotSure>	punct	,CONJ ~~~ Pers pro PREP ~~~ ~~~ CONJ ~~~ ~~~ punct ,~~~		~~~	~~~		~~~ ~~~ ~~~ ~~~ +fr. var. of	~~~	~~~ ~~~ ~~~	~~~		
6.1,ntu,Nzmnc-krgr Fiu nzabrtz-krgr elr myaszpxle nzmnc-krgr Tangtalau . ,nz- mnc -kr -=gr	Fiu	nz- abrtz -kr -=gr	elr	mya -sz -px -=le	nz- mnc -kr -=gr			,nz- mnc -kr -=gr	Fiu	nz- abrtz -kr -=gr	elr	mya -sz -px -=le	nz- mnc -kr -=gr		.	,"NMLZ live,.stay NMLZ.POSS -=1AUGᵢᵢ	Fiu,.Malaita	NMLZ be.happy NMLZ.POSS -=1AUGᵢᵢ	there	surpass VERY GDIR.OUT -=3MINᵢ	NMLZ live,.stay NMLZ.POSS -=1AUGᵢᵢ		.	",In our living in Fiu our happiness there surpassed our staying at Tangtalau. ,~~~,ML ID,No comment,SGM 52,V>N V V>N A-D-P2	<NotSure>	V>N be.V V>N A-D-P2	Adv	<NotSure> V:Any V:(GDIR) Nom1	V>N V V>N A-D-P2		punct	,~~~ ~~~ ~~~ Adv Nom1 ~~~ ~~~ punct ,~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~			
